unit,waste,Waste categories,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,NUTS_code
T,W05,Health care and biological wastes,Türkiye,2018,0.0,
T,W05,Health care and biological wastes,Türkiye,2020,0.0,
T,W05,Health care and biological wastes,Türkiye,2022,0.0,
T,W05,Health care and biological wastes,United Kingdom,2004,56.0,GBR
T,W05,Health care and biological wastes,United Kingdom,2006,0.0,GBR
T,W05,Health care and biological wastes,United Kingdom,2008,0.0,GBR
T,W05,Health care and biological wastes,United Kingdom,2010,0.0,GBR
T,W05,Health care and biological wastes,United Kingdom,2012,0.0,GBR
T,W05,Health care and biological wastes,United Kingdom,2014,0.0,GBR
T,W05,Health care and biological wastes,United Kingdom,2016,0.0,GBR
T,W05,Health care and biological wastes,United Kingdom,2018,0.0,GBR
T,W05,Health care and biological wastes,Kosovo*,2016,0.0,
T,W05,Health care and biological wastes,Kosovo*,2020,0.0,
T,W05,Health care and biological wastes,Kosovo*,2022,0.0,
T,W061,"Metal wastes, ferrous",Albania,2010,,
T,W061,"Metal wastes, ferrous",Albania,2012,,
T,W061,"Metal wastes, ferrous",Albania,2014,,
T,W061,"Metal wastes, ferrous",Albania,2016,,
T,W061,"Metal wastes, ferrous",Albania,2018,,
T,W061,"Metal wastes, ferrous",Albania,2020,,
T,W061,"Metal wastes, ferrous",Albania,2022,,
T,W061,"Metal wastes, ferrous",Austria,2010,,AUT
T,W061,"Metal wastes, ferrous",Austria,2012,,AUT
T,W061,"Metal wastes, ferrous",Austria,2014,,AUT
T,W061,"Metal wastes, ferrous",Austria,2016,,AUT
T,W061,"Metal wastes, ferrous",Austria,2018,,AUT
T,W061,"Metal wastes, ferrous",Austria,2020,,AUT
T,W061,"Metal wastes, ferrous",Austria,2022,,AUT
T,W061,"Metal wastes, ferrous",Bosnia and Herzegovina,2010,,
T,W061,"Metal wastes, ferrous",Bosnia and Herzegovina,2012,,
T,W061,"Metal wastes, ferrous",Bosnia and Herzegovina,2014,,
T,W061,"Metal wastes, ferrous",Bosnia and Herzegovina,2016,,
T,W061,"Metal wastes, ferrous",Bosnia and Herzegovina,2018,,
T,W061,"Metal wastes, ferrous",Bosnia and Herzegovina,2020,,
T,W061,"Metal wastes, ferrous",Bosnia and Herzegovina,2022,,
T,W061,"Metal wastes, ferrous",Belgium,2010,,BEL
