unit,Geopolitical entity (reporting),TIME_PERIOD,category code,OBS_VALUE,Aggregated category name,NUTS_code
T,Austria,2020,W077_08,142068.0,weee + batt + vehicles,AUT
T,Austria,2020,W09,1142547.0,organic waste,AUT
T,Austria,2020,W10,1786814.0,mixed waste,AUT
T,Austria,2020,W11,0.0,common sludges,AUT
T,Austria,2020,W12-13,2.0,mineral waste,AUT
T,Austria,2022,W01-05,14160.0,chemical and medical,AUT
T,Austria,2022,W06,114451.0,metal,AUT
T,Austria,2022,W071,264135.0,glass,AUT
T,Austria,2022,W072,601648.0,paper,AUT
T,Austria,2022,W074,185393.0,plastic,AUT
T,Austria,2022,W075,250899.0,wood,AUT
T,Austria,2022,W077_08,139963.0,weee + batt + vehicles,AUT
T,Austria,2022,W09,1102121.0,organic waste,AUT
T,Austria,2022,W10,1747312.0,mixed waste,AUT
T,Austria,2022,W11,0.0,common sludges,AUT
T,Austria,2022,W12-13,0.0,mineral waste,AUT
T,Bosnia and Herzegovina,2012,W01-05,0.0,chemical and medical,
T,Bosnia and Herzegovina,2012,W06,0.0,metal,
T,Bosnia and Herzegovina,2012,W071,0.0,glass,
T,Bosnia and Herzegovina,2012,W072,0.0,paper,
T,Bosnia and Herzegovina,2012,W074,0.0,plastic,
T,Bosnia and Herzegovina,2012,W075,0.0,wood,
T,Bosnia and Herzegovina,2012,W077_08,0.0,weee + batt + vehicles,
T,Bosnia and Herzegovina,2012,W09,0.0,organic waste,
T,Bosnia and Herzegovina,2012,W10,0.0,mixed waste,
T,Bosnia and Herzegovina,2012,W11,0.0,common sludges,
T,Bosnia and Herzegovina,2012,W12-13,0.0,mineral waste,
T,Bosnia and Herzegovina,2018,W01-05,0.0,chemical and medical,
T,Bosnia and Herzegovina,2018,W06,909.0,metal,
T,Bosnia and Herzegovina,2018,W071,4583.0,glass,
T,Bosnia and Herzegovina,2018,W072,21468.0,paper,
T,Bosnia and Herzegovina,2018,W074,7182.0,plastic,
T,Bosnia and Herzegovina,2018,W075,399.0,wood,
T,Bosnia and Herzegovina,2018,W077_08,0.0,weee + batt + vehicles,
T,Bosnia and Herzegovina,2018,W09,26214.0,organic waste,
T,Bosnia and Herzegovina,2018,W10,845335.0,mixed waste,
T,Bosnia and Herzegovina,2018,W11,2105.0,common sludges,
T,Bosnia and Herzegovina,2018,W12-13,6636.0,mineral waste,
T,Bosnia and Herzegovina,2020,W01-05,1845.0,chemical and medical,
T,Bosnia and Herzegovina,2020,W06,846.0,metal,
T,Bosnia and Herzegovina,2020,W071,3673.0,glass,
T,Bosnia and Herzegovina,2020,W072,16962.0,paper,
T,Bosnia and Herzegovina,2020,W074,5445.0,plastic,
T,Bosnia and Herzegovina,2020,W075,3734.0,wood,
T,Bosnia and Herzegovina,2020,W077_08,0.0,weee + batt + vehicles,
T,Bosnia and Herzegovina,2020,W09,26208.0,organic waste,
T,Bosnia and Herzegovina,2020,W10,850385.0,mixed waste,
T,Bosnia and Herzegovina,2020,W11,2237.0,common sludges,
T,Bosnia and Herzegovina,2020,W12-13,7878.0,mineral waste,
T,Bosnia and Herzegovina,2022,W01-05,1476.0,chemical and medical,
T,Bosnia and Herzegovina,2022,W06,876.0,metal,
T,Bosnia and Herzegovina,2022,W071,3384.0,glass,
T,Bosnia and Herzegovina,2022,W072,12834.0,paper,
T,Bosnia and Herzegovina,2022,W074,3832.0,plastic,
T,Bosnia and Herzegovina,2022,W075,3266.0,wood,
T,Bosnia and Herzegovina,2022,W077_08,34.0,weee + batt + vehicles,
T,Bosnia and Herzegovina,2022,W09,14430.0,organic waste,
T,Bosnia and Herzegovina,2022,W10,879532.0,mixed waste,
T,Bosnia and Herzegovina,2022,W11,1813.0,common sludges,
T,Bosnia and Herzegovina,2022,W12-13,3761.0,mineral waste,
T,Belgium,2004,W01-05,15814.0,chemical and medical,BEL
T,Belgium,2004,W071,245968.0,glass,BEL
T,Belgium,2004,W072,506505.0,paper,BEL
T,Belgium,2004,W074,50564.0,plastic,BEL
T,Belgium,2004,W075,243154.0,wood,BEL
T,Belgium,2004,W077_08,212990.0,weee + batt + vehicles,BEL
T,Belgium,2004,W09,0.0,organic waste,BEL
T,Belgium,2004,W10,1790209.0,mixed waste,BEL
T,Belgium,2004,W11,0.0,common sludges,BEL
T,Belgium,2004,W12-13,11794.0,mineral waste,BEL
T,Belgium,2006,W01-05,11533.0,chemical and medical,BEL
T,Belgium,2006,W071,309564.0,glass,BEL
T,Belgium,2006,W072,667422.0,paper,BEL
T,Belgium,2006,W074,110367.0,plastic,BEL
T,Belgium,2006,W075,211495.0,wood,BEL
T,Belgium,2006,W077_08,228033.0,weee + batt + vehicles,BEL
T,Belgium,2006,W09,0.0,organic waste,BEL
T,Belgium,2006,W10,1527324.0,mixed waste,BEL
T,Belgium,2006,W11,1275.0,common sludges,BEL
T,Belgium,2006,W12-13,0.0,mineral waste,BEL
T,Belgium,2008,W01-05,17674.0,chemical and medical,BEL
T,Belgium,2008,W071,305423.0,glass,BEL
T,Belgium,2008,W072,670512.0,paper,BEL
T,Belgium,2008,W074,102297.0,plastic,BEL
T,Belgium,2008,W075,235856.0,wood,BEL
T,Belgium,2008,W077_08,215341.0,weee + batt + vehicles,BEL
T,Belgium,2008,W09,0.0,organic waste,BEL
T,Belgium,2008,W10,1666524.0,mixed waste,BEL
T,Belgium,2008,W11,0.0,common sludges,BEL
T,Belgium,2008,W12-13,0.0,mineral waste,BEL
T,Belgium,2010,W01-05,18662.0,chemical and medical,BEL
T,Belgium,2010,W06,104586.0,metal,BEL
T,Belgium,2010,W071,330316.0,glass,BEL
T,Belgium,2010,W072,789769.0,paper,BEL
T,Belgium,2010,W074,119392.0,plastic,BEL
T,Belgium,2010,W075,246612.0,wood,BEL
T,Belgium,2010,W077_08,259470.0,weee + batt + vehicles,BEL
T,Belgium,2010,W09,1198636.0,organic waste,BEL
T,Belgium,2010,W10,2020011.0,mixed waste,BEL
T,Belgium,2010,W11,0.0,common sludges,BEL
T,Belgium,2010,W12-13,691145.0,mineral waste,BEL
T,Belgium,2012,W01-05,18914.0,chemical and medical,BEL
T,Belgium,2012,W06,94073.0,metal,BEL
T,Belgium,2012,W071,326931.0,glass,BEL
T,Belgium,2012,W072,777126.0,paper,BEL
T,Belgium,2012,W074,112624.0,plastic,BEL
T,Belgium,2012,W075,248665.0,wood,BEL
T,Belgium,2012,W077_08,263387.0,weee + batt + vehicles,BEL
T,Belgium,2012,W09,1098995.0,organic waste,BEL
T,Belgium,2012,W10,1543242.0,mixed waste,BEL
T,Belgium,2012,W11,11499.0,common sludges,BEL
T,Belgium,2012,W12-13,716067.0,mineral waste,BEL
T,Belgium,2014,W01-05,18395.0,chemical and medical,BEL
T,Belgium,2014,W06,89959.0,metal,BEL
T,Belgium,2014,W071,330006.0,glass,BEL
T,Belgium,2014,W072,704912.0,paper,BEL
T,Belgium,2014,W074,117952.0,plastic,BEL
T,Belgium,2014,W075,248857.0,wood,BEL
T,Belgium,2014,W077_08,261636.0,weee + batt + vehicles,BEL
T,Belgium,2014,W09,963126.0,organic waste,BEL
T,Belgium,2014,W10,1977703.0,mixed waste,BEL
T,Belgium,2014,W11,13678.0,common sludges,BEL
T,Belgium,2014,W12-13,613011.0,mineral waste,BEL
T,Belgium,2016,W01-05,17785.0,chemical and medical,BEL
T,Belgium,2016,W06,90683.0,metal,BEL
T,Belgium,2016,W071,335381.0,glass,BEL
T,Belgium,2016,W072,639384.0,paper,BEL
T,Belgium,2016,W074,107451.0,plastic,BEL
T,Belgium,2016,W075,321884.0,wood,BEL
T,Belgium,2016,W077_08,263651.0,weee + batt + vehicles,BEL
T,Belgium,2016,W09,796560.0,organic waste,BEL
T,Belgium,2016,W10,1915893.0,mixed waste,BEL
T,Belgium,2016,W11,0.0,common sludges,BEL
T,Belgium,2016,W12-13,470210.0,mineral waste,BEL
T,Belgium,2018,W01-05,14804.0,chemical and medical,BEL
T,Belgium,2018,W06,89852.0,metal,BEL
T,Belgium,2018,W071,338312.0,glass,BEL
T,Belgium,2018,W072,614540.0,paper,BEL
T,Belgium,2018,W074,93871.0,plastic,BEL
T,Belgium,2018,W075,327963.0,wood,BEL
T,Belgium,2018,W077_08,262717.0,weee + batt + vehicles,BEL
T,Belgium,2018,W09,769887.0,organic waste,BEL
T,Belgium,2018,W10,1867383.0,mixed waste,BEL
T,Belgium,2018,W11,0.0,common sludges,BEL
T,Belgium,2018,W12-13,418954.0,mineral waste,BEL
T,Belgium,2020,W01-05,15761.0,chemical and medical,BEL
T,Belgium,2020,W06,117214.0,metal,BEL
T,Belgium,2020,W071,368075.0,glass,BEL
T,Belgium,2020,W072,592994.0,paper,BEL
T,Belgium,2020,W074,154179.0,plastic,BEL
T,Belgium,2020,W075,356303.0,wood,BEL
T,Belgium,2020,W077_08,263586.0,weee + batt + vehicles,BEL
T,Belgium,2020,W09,982157.0,organic waste,BEL
T,Belgium,2020,W10,1985882.0,mixed waste,BEL
T,Belgium,2020,W11,0.0,common sludges,BEL
T,Belgium,2020,W12-13,416496.0,mineral waste,BEL
T,Belgium,2022,W01-05,21311.0,chemical and medical,BEL
T,Belgium,2022,W06,100917.0,metal,BEL
T,Belgium,2022,W071,349967.0,glass,BEL
T,Belgium,2022,W072,543759.0,paper,BEL
T,Belgium,2022,W074,182704.0,plastic,BEL
T,Belgium,2022,W075,305849.0,wood,BEL
T,Belgium,2022,W077_08,116885.0,weee + batt + vehicles,BEL
T,Belgium,2022,W09,910287.0,organic waste,BEL
T,Belgium,2022,W10,1842042.0,mixed waste,BEL
T,Belgium,2022,W11,311.0,common sludges,BEL
T,Belgium,2022,W12-13,330908.0,mineral waste,BEL
T,Bulgaria,2004,W01-05,0.0,chemical and medical,BGR
T,Bulgaria,2004,W071,0.0,glass,BGR
T,Bulgaria,2004,W072,0.0,paper,BGR
T,Bulgaria,2004,W074,0.0,plastic,BGR
T,Bulgaria,2004,W075,0.0,wood,BGR
T,Bulgaria,2004,W077_08,0.0,weee + batt + vehicles,BGR
T,Bulgaria,2004,W09,0.0,organic waste,BGR
T,Bulgaria,2004,W10,2633592.0,mixed waste,BGR
T,Bulgaria,2004,W11,0.0,common sludges,BGR
T,Bulgaria,2004,W12-13,0.0,mineral waste,BGR
T,Bulgaria,2006,W01-05,0.0,chemical and medical,BGR
T,Bulgaria,2006,W071,0.0,glass,BGR
T,Bulgaria,2006,W072,0.0,paper,BGR
T,Bulgaria,2006,W074,0.0,plastic,BGR
T,Bulgaria,2006,W075,0.0,wood,BGR
T,Bulgaria,2006,W077_08,0.0,weee + batt + vehicles,BGR
T,Bulgaria,2006,W09,0.0,organic waste,BGR
T,Bulgaria,2006,W10,2928981.0,mixed waste,BGR
T,Bulgaria,2006,W11,0.0,common sludges,BGR
T,Bulgaria,2006,W12-13,0.0,mineral waste,BGR
T,Bulgaria,2008,W01-05,0.0,chemical and medical,BGR
T,Bulgaria,2008,W071,0.0,glass,BGR
T,Bulgaria,2008,W072,0.0,paper,BGR
T,Bulgaria,2008,W074,0.0,plastic,BGR
T,Bulgaria,2008,W075,0.0,wood,BGR
T,Bulgaria,2008,W077_08,0.0,weee + batt + vehicles,BGR
T,Bulgaria,2008,W09,0.0,organic waste,BGR
T,Bulgaria,2008,W10,2907121.0,mixed waste,BGR
T,Bulgaria,2008,W11,0.0,common sludges,BGR
T,Bulgaria,2008,W12-13,0.0,mineral waste,BGR
T,Bulgaria,2010,W01-05,2825.0,chemical and medical,BGR
T,Bulgaria,2010,W06,826424.0,metal,BGR
T,Bulgaria,2010,W071,62258.0,glass,BGR
T,Bulgaria,2010,W072,83327.0,paper,BGR
T,Bulgaria,2010,W074,21229.0,plastic,BGR
T,Bulgaria,2010,W075,0.0,wood,BGR
T,Bulgaria,2010,W077_08,127611.0,weee + batt + vehicles,BGR
T,Bulgaria,2010,W09,0.0,organic waste,BGR
T,Bulgaria,2010,W10,2396337.0,mixed waste,BGR
T,Bulgaria,2010,W11,0.0,common sludges,BGR
T,Bulgaria,2010,W12-13,0.0,mineral waste,BGR
T,Bulgaria,2012,W01-05,3202.0,chemical and medical,BGR
T,Bulgaria,2012,W06,538681.0,metal,BGR
T,Bulgaria,2012,W071,27126.0,glass,BGR
T,Bulgaria,2012,W072,80632.0,paper,BGR
T,Bulgaria,2012,W074,39286.0,plastic,BGR
T,Bulgaria,2012,W075,32134.0,wood,BGR
T,Bulgaria,2012,W077_08,102632.0,weee + batt + vehicles,BGR
T,Bulgaria,2012,W09,0.0,organic waste,BGR
T,Bulgaria,2012,W10,1911667.0,mixed waste,BGR
T,Bulgaria,2012,W11,0.0,common sludges,BGR
T,Bulgaria,2012,W12-13,0.0,mineral waste,BGR
T,Bulgaria,2014,W01-05,98.0,chemical and medical,BGR
T,Bulgaria,2014,W06,314298.0,metal,BGR
T,Bulgaria,2014,W071,12564.0,glass,BGR
T,Bulgaria,2014,W072,152912.0,paper,BGR
T,Bulgaria,2014,W074,54075.0,plastic,BGR
T,Bulgaria,2014,W075,6792.0,wood,BGR
T,Bulgaria,2014,W077_08,97712.0,weee + batt + vehicles,BGR
T,Bulgaria,2014,W09,34920.0,organic waste,BGR
T,Bulgaria,2014,W10,2001525.0,mixed waste,BGR
T,Bulgaria,2014,W11,3711.0,common sludges,BGR
T,Bulgaria,2014,W12-13,3175.0,mineral waste,BGR
T,Bulgaria,2016,W01-05,18204.0,chemical and medical,BGR
T,Bulgaria,2016,W06,103351.0,metal,BGR
T,Bulgaria,2016,W071,72619.0,glass,BGR
T,Bulgaria,2016,W072,169975.0,paper,BGR
T,Bulgaria,2016,W074,37179.0,plastic,BGR
T,Bulgaria,2016,W075,51400.0,wood,BGR
T,Bulgaria,2016,W077_08,159086.0,weee + batt + vehicles,BGR
T,Bulgaria,2016,W09,141838.0,organic waste,BGR
T,Bulgaria,2016,W10,1618280.0,mixed waste,BGR
T,Bulgaria,2016,W11,0.0,common sludges,BGR
T,Bulgaria,2016,W12-13,435824.0,mineral waste,BGR
T,Bulgaria,2018,W01-05,1724.0,chemical and medical,BGR
T,Bulgaria,2018,W06,190195.0,metal,BGR
T,Bulgaria,2018,W071,118578.0,glass,BGR
T,Bulgaria,2018,W072,342991.0,paper,BGR
T,Bulgaria,2018,W074,175231.0,plastic,BGR
T,Bulgaria,2018,W075,82767.0,wood,BGR
T,Bulgaria,2018,W077_08,215433.0,weee + batt + vehicles,BGR
T,Bulgaria,2018,W09,85213.0,organic waste,BGR
T,Bulgaria,2018,W10,1913175.0,mixed waste,BGR
T,Bulgaria,2018,W11,16321.0,common sludges,BGR
T,Bulgaria,2018,W12-13,1910.0,mineral waste,BGR
T,Bulgaria,2020,W01-05,4858.0,chemical and medical,BGR
T,Bulgaria,2020,W06,100283.0,metal,BGR
T,Bulgaria,2020,W071,13438.0,glass,BGR
T,Bulgaria,2020,W072,109656.0,paper,BGR
T,Bulgaria,2020,W074,32595.0,plastic,BGR
T,Bulgaria,2020,W075,9274.0,wood,BGR
T,Bulgaria,2020,W077_08,125435.0,weee + batt + vehicles,BGR
T,Bulgaria,2020,W09,24510.0,organic waste,BGR
T,Bulgaria,2020,W10,1853959.0,mixed waste,BGR
T,Bulgaria,2020,W11,29540.0,common sludges,BGR
T,Bulgaria,2020,W12-13,7757.0,mineral waste,BGR
T,Bulgaria,2022,W01-05,2329.0,chemical and medical,BGR
T,Bulgaria,2022,W06,112708.0,metal,BGR
T,Bulgaria,2022,W071,20034.0,glass,BGR
T,Bulgaria,2022,W072,120903.0,paper,BGR
T,Bulgaria,2022,W074,29969.0,plastic,BGR
T,Bulgaria,2022,W075,31002.0,wood,BGR
T,Bulgaria,2022,W077_08,183153.0,weee + batt + vehicles,BGR
T,Bulgaria,2022,W09,83095.0,organic waste,BGR
T,Bulgaria,2022,W10,2022982.0,mixed waste,BGR
T,Bulgaria,2022,W11,0.0,common sludges,BGR
T,Bulgaria,2022,W12-13,0.0,mineral waste,BGR
T,Cyprus,2004,W01-05,0.0,chemical and medical,CYP
T,Cyprus,2004,W071,4408.0,glass,CYP
T,Cyprus,2004,W072,104695.0,paper,CYP
T,Cyprus,2004,W074,44450.0,plastic,CYP
T,Cyprus,2004,W075,0.0,wood,CYP
T,Cyprus,2004,W077_08,0.0,weee + batt + vehicles,CYP
T,Cyprus,2004,W09,0.0,organic waste,CYP
T,Cyprus,2004,W10,180738.0,mixed waste,CYP
T,Cyprus,2004,W11,0.0,common sludges,CYP
T,Cyprus,2004,W12-13,0.0,mineral waste,CYP
T,Cyprus,2006,W01-05,1260.0,chemical and medical,CYP
T,Cyprus,2006,W071,4175.0,glass,CYP
T,Cyprus,2006,W072,99211.0,paper,CYP
T,Cyprus,2006,W074,42124.0,plastic,CYP
T,Cyprus,2006,W075,0.0,wood,CYP
T,Cyprus,2006,W077_08,3152.0,weee + batt + vehicles,CYP
T,Cyprus,2006,W09,0.0,organic waste,CYP
T,Cyprus,2006,W10,171276.0,mixed waste,CYP
T,Cyprus,2006,W11,0.0,common sludges,CYP
T,Cyprus,2006,W12-13,0.0,mineral waste,CYP
T,Cyprus,2008,W01-05,1616.0,chemical and medical,CYP
T,Cyprus,2008,W071,11410.0,glass,CYP
T,Cyprus,2008,W072,113561.0,paper,CYP
T,Cyprus,2008,W074,58306.0,plastic,CYP
T,Cyprus,2008,W075,0.0,wood,CYP
T,Cyprus,2008,W077_08,8449.0,weee + batt + vehicles,CYP
T,Cyprus,2008,W09,0.0,organic waste,CYP
T,Cyprus,2008,W10,98259.0,mixed waste,CYP
T,Cyprus,2008,W11,0.0,common sludges,CYP
T,Cyprus,2008,W12-13,0.0,mineral waste,CYP
T,Cyprus,2010,W01-05,951.0,chemical and medical,CYP
T,Cyprus,2010,W06,17088.0,metal,CYP
T,Cyprus,2010,W071,15596.0,glass,CYP
T,Cyprus,2010,W072,111079.0,paper,CYP
T,Cyprus,2010,W074,76203.0,plastic,CYP
T,Cyprus,2010,W075,7769.0,wood,CYP
T,Cyprus,2010,W077_08,13144.0,weee + batt + vehicles,CYP
T,Cyprus,2010,W09,40741.0,organic waste,CYP
T,Cyprus,2010,W10,96533.0,mixed waste,CYP
T,Cyprus,2010,W11,0.0,common sludges,CYP
T,Cyprus,2010,W12-13,0.0,mineral waste,CYP
T,Cyprus,2012,W01-05,0.0,chemical and medical,CYP
T,Cyprus,2012,W06,0.0,metal,CYP
T,Cyprus,2012,W071,5030.0,glass,CYP
T,Cyprus,2012,W072,11511.0,paper,CYP
T,Cyprus,2012,W074,0.0,plastic,CYP
T,Cyprus,2012,W075,0.0,wood,CYP
T,Cyprus,2012,W077_08,11004.0,weee + batt + vehicles,CYP
T,Cyprus,2012,W09,6780.0,organic waste,CYP
T,Cyprus,2012,W10,334151.0,mixed waste,CYP
T,Cyprus,2012,W11,0.0,common sludges,CYP
T,Cyprus,2012,W12-13,0.0,mineral waste,CYP
T,Cyprus,2014,W01-05,0.0,chemical and medical,CYP
T,Cyprus,2014,W06,0.0,metal,CYP
T,Cyprus,2014,W071,4962.0,glass,CYP
T,Cyprus,2014,W072,10235.0,paper,CYP
T,Cyprus,2014,W074,0.0,plastic,CYP
T,Cyprus,2014,W075,0.0,wood,CYP
T,Cyprus,2014,W077_08,10168.0,weee + batt + vehicles,CYP
T,Cyprus,2014,W09,14602.0,organic waste,CYP
T,Cyprus,2014,W10,282592.0,mixed waste,CYP
T,Cyprus,2014,W11,0.0,common sludges,CYP
T,Cyprus,2014,W12-13,0.0,mineral waste,CYP
T,Cyprus,2016,W01-05,0.0,chemical and medical,CYP
T,Cyprus,2016,W06,0.0,metal,CYP
T,Cyprus,2016,W071,5727.0,glass,CYP
T,Cyprus,2016,W072,10263.0,paper,CYP
T,Cyprus,2016,W074,0.0,plastic,CYP
T,Cyprus,2016,W075,0.0,wood,CYP
T,Cyprus,2016,W077_08,8291.0,weee + batt + vehicles,CYP
T,Cyprus,2016,W09,16032.0,organic waste,CYP
T,Cyprus,2016,W10,352556.0,mixed waste,CYP
T,Cyprus,2016,W11,0.0,common sludges,CYP
T,Cyprus,2016,W12-13,0.0,mineral waste,CYP
T,Cyprus,2018,W01-05,0.0,chemical and medical,CYP
T,Cyprus,2018,W06,0.0,metal,CYP
T,Cyprus,2018,W071,7007.0,glass,CYP
T,Cyprus,2018,W072,10076.0,paper,CYP
T,Cyprus,2018,W074,0.0,plastic,CYP
T,Cyprus,2018,W075,0.0,wood,CYP
T,Cyprus,2018,W077_08,7195.0,weee + batt + vehicles,CYP
T,Cyprus,2018,W09,16247.0,organic waste,CYP
T,Cyprus,2018,W10,343616.0,mixed waste,CYP
T,Cyprus,2018,W11,0.0,common sludges,CYP
T,Cyprus,2018,W12-13,0.0,mineral waste,CYP
T,Cyprus,2020,W01-05,0.0,chemical and medical,CYP
T,Cyprus,2020,W06,0.0,metal,CYP
T,Cyprus,2020,W071,5967.0,glass,CYP
T,Cyprus,2020,W072,9480.0,paper,CYP
T,Cyprus,2020,W074,171.0,plastic,CYP
T,Cyprus,2020,W075,32.0,wood,CYP
T,Cyprus,2020,W077_08,7653.0,weee + batt + vehicles,CYP
T,Cyprus,2020,W09,12900.0,organic waste,CYP
T,Cyprus,2020,W10,338931.0,mixed waste,CYP
T,Cyprus,2020,W11,0.0,common sludges,CYP
T,Cyprus,2020,W12-13,0.0,mineral waste,CYP
T,Cyprus,2022,W01-05,0.0,chemical and medical,CYP
T,Cyprus,2022,W06,0.0,metal,CYP
T,Cyprus,2022,W071,9071.0,glass,CYP
T,Cyprus,2022,W072,9763.0,paper,CYP
T,Cyprus,2022,W074,0.0,plastic,CYP
T,Cyprus,2022,W075,0.0,wood,CYP
T,Cyprus,2022,W077_08,7245.0,weee + batt + vehicles,CYP
T,Cyprus,2022,W09,16794.0,organic waste,CYP
T,Cyprus,2022,W10,336016.0,mixed waste,CYP
T,Cyprus,2022,W11,0.0,common sludges,CYP
T,Cyprus,2022,W12-13,0.0,mineral waste,CYP
T,Czechia,2004,W01-05,3457.0,chemical and medical,CZE
T,Czechia,2004,W071,50165.0,glass,CZE
T,Czechia,2004,W072,82983.0,paper,CZE
T,Czechia,2004,W074,37380.0,plastic,CZE
T,Czechia,2004,W075,8621.0,wood,CZE
T,Czechia,2004,W077_08,15994.0,weee + batt + vehicles,CZE
T,Czechia,2004,W09,0.0,organic waste,CZE
T,Czechia,2004,W10,2496991.0,mixed waste,CZE
T,Czechia,2004,W11,18006.0,common sludges,CZE
T,Czechia,2004,W12-13,0.0,mineral waste,CZE
T,Czechia,2006,W01-05,4635.0,chemical and medical,CZE
T,Czechia,2006,W071,76670.0,glass,CZE
T,Czechia,2006,W072,134272.0,paper,CZE
T,Czechia,2006,W074,53698.0,plastic,CZE
T,Czechia,2006,W075,34277.0,wood,CZE
T,Czechia,2006,W077_08,7711.0,weee + batt + vehicles,CZE
